species,wav_air,excit_pot,vmic,log_gf,rad,stark,waals,lande,depth
Cr 1,4595.039,3.323,1.0,-1.143,8.09,-4.64,-7.31,1.0,0.114
Fe 1,4595.2069,3.6343,1.0,-2.545,7.14,-6.14,-7.8,0.95,0.255
Sm 2,4595.28,0.4847,1.0,-0.5,0.0,0.0,0.0,1.48,0.091
Fe 1,4595.3581,3.3014,1.0,-1.758,7.85,-6.13,-7.683,1.43,0.676
Cr 1,4595.59,4.186,1.0,0.29,7.92,-6.15,-7.634,1.01,0.315
Fe 2,4595.6731,2.8555,1.0,-4.583,8.56,-6.53,-7.875,2.06,0.11
Ni 1,4595.948,3.4195,1.0,-1.567,7.98,-3.6,-7.51,1.38,0.364
Fe 1,4596.0598,3.6025,1.0,-1.369,8.39,-5.07,-7.254,1.45,0.686
Ni 1,4596.3898,4.0893,1.0,-1.216,8.34,-3.54,-7.26,1.01,0.23
Fe 1,4596.4152,3.6537,1.0,-2.32,8.19,-4.95,-7.233,0.75,0.345
Co 1,4596.9013,3.6321,1.0,0.012,8.16,-4.75,-7.51,1.22,0.303
Fe 1,4596.9939,3.2671,1.0,-3.243,6.24,-6.19,-7.82,0.96,0.139
Nd 2,4597.01,0.2046,1.0,-1.15,0.0,0.0,0.0,0.6,0.059
Fe 1,4597.0577,0.9901,1.0,-5.364,7.36,-6.12,-7.78,0.26,0.187
Fe 1,4597.2499,4.3865,1.0,-2.119,8.17,-4.3,-7.29,0.69,0.146
Fe 1,4597.3812,4.5585,1.0,-1.702,8.49,-5.19,-7.35,1.87,0.228
Fe 1,4597.7472,4.6076,1.0,-1.163,8.49,-5.58,-7.43,1.25,0.44
Ca 1,4597.7901,4.443,1.0,-0.625,7.93,-4.49,-7.15,0.97,0.12
Fe 1,4597.8715,4.4346,1.0,-1.045,8.1,-4.64,-7.32,0.95,0.553
Fe 1,4598.1166,3.283,1.0,-1.57,7.89,-5.17,-7.158,0.75,0.711
Fe 1,4598.3237,0.9582,1.0,-4.781,7.35,-6.12,-7.79,0.66,0.482
Fe 1,4598.3664,3.9433,1.0,-2.254,7.99,-4.45,-7.51,1.51,0.249
Cr 1,4598.432,3.1128,1.0,-1.457,6.98,-5.88,-7.79,0.86,0.092
Fe 1,4598.74,3.6537,1.0,-2.66,8.41,-4.98,-7.234,1.51,0.2
Cr 1,4598.996,3.0922,1.0,-1.381,7.51,-6.2,-7.79,0.91,0.111
Fe 1,4599.8401,4.3125,1.0,-1.231,8.1,-4.4,-7.33,0.89,0.532
Cr 1,4600.0958,2.5441,1.0,-1.18,7.2,-6.16,-7.779,1.31,0.387
V 2,4600.1697,2.2651,1.0,-1.37,8.26,-6.55,-7.85,0.73,0.19
Ti 2,4600.267,1.2429,1.0,-3.54,8.16,-6.41,-7.85,2.1,0.121
Ni 1,4600.3589,3.5972,1.0,-0.61,8.11,-5.27,-7.233,0.45,0.645
Fe 1,4600.5954,4.652,1.0,-2.014,8.24,-3.39,-7.14,2.2,0.109
Cr 1,4600.749,1.0037,1.0,-1.25,7.29,-6.19,-7.749,1.59,0.797
Fe 1,4600.9314,3.2367,1.0,-2.565,7.36,-6.15,-7.765,1.07,0.428
Cr 1,4601.017,2.5446,1.0,-1.21,7.2,-6.16,-7.779,1.36,0.372
Cr 1,4601.134,3.1216,1.0,-1.139,7.21,-5.81,-7.78,1.12,0.166
Si 1,4601.2567,5.0823,1.0,-2.091,8.61,-3.17,-6.93,1.0,0.257
Fe 2,4601.3729,2.891,1.0,-4.519,8.56,-6.53,-7.871,2.63,0.116
Fe 1,4602.0005,1.6079,1.0,-3.154,8.16,-6.11,-7.666,1.01,0.757
Fe 1,4602.9405,1.4849,1.0,-2.209,8.16,-6.11,-7.79,1.74,0.873
Fe 1,4603.3424,2.845,1.0,-3.14,8.0,-5.85,-7.772,1.32,0.339
Fe 1,4603.9482,2.9904,1.0,-2.84,7.8,-6.08,-7.675,1.1,0.415
Fe 1,4604.2434,2.8316,1.0,-3.94,7.75,-6.0,-7.774,1.27,0.081
Fe 1,4604.5562,4.4733,1.0,-1.057,8.08,-4.7,-7.32,0.79,0.534
Fe 1,4604.8495,3.6343,1.0,-3.11,7.0,-6.14,-7.8,1.09,0.089
Ni 1,4604.9875,3.48,1.0,-0.24,8.12,-5.46,-7.26,1.08,0.728
Fe 1,4605.0952,2.8581,1.0,-3.024,8.17,-5.75,-7.78,1.39,0.39
Mn 1,4605.3603,4.7263,1.0,0.14,7.86,-6.08,-7.662,0.97,0.193
Fe 1,4605.4503,3.9286,1.0,-2.134,7.98,-4.69,-7.51,1.54,0.306
Fe 1,4605.5871,4.3201,1.0,-1.149,8.15,-4.43,-7.32,1.39,0.556
Cr 1,4605.835,3.323,1.0,-1.136,8.11,-4.69,-7.36,2.01,0.115
V 1,4606.1472,0.017,1.0,-1.92,6.78,-6.15,-7.727,0.79,0.133
Ni 1,4606.221,3.5972,1.0,-1.0,8.01,-6.0,-7.214,0.32,0.533
Ce 2,4606.3999,0.9102,1.0,-0.06,0.0,0.0,0.0,1.24,0.105
Fe 1,4607.0854,3.4149,1.0,-3.53,7.58,-6.17,-7.739,1.02,0.056
Sr 1,4607.331,0.0,1.0,0.283,0.0,0.0,0.0,99.0,0.702
Mn 1,4607.588,2.8884,1.0,-1.9,8.29,-5.67,-7.69,1.57,0.122
Fe 1,4607.6462,3.2657,1.0,-1.462,7.89,-5.31,-7.55,1.25,0.728
Ti 2,4609.2645,1.1801,1.0,-3.32,8.15,-6.59,-7.85,1.24,0.204
Ni 1,4609.9077,4.0882,1.0,-1.111,8.01,-4.05,-7.27,1.16,0.271
Fe 1,4611.1837,2.8512,1.0,-2.72,7.98,-5.41,-7.54,1.5,0.534
Fe 1,4611.2786,3.6537,1.0,-0.44,8.2,-5.2,-7.54,1.89,0.796
Fe 1,4611.2918,3.6537,1.0,-2.232,8.37,-5.1,-7.54,1.16,0.386
Fe 1,4611.3479,0.9146,1.0,-4.49,7.34,-6.12,-7.79,0.89,0.634
Ni 1,4611.8334,4.0893,1.0,-1.168,8.33,-3.96,-7.27,0.98,0.248
Cr 1,4611.962,3.3678,1.0,-1.448,7.17,-5.77,-7.703,0.54,0.055
Fe 1,4612.6024,4.607,1.0,-2.217,8.43,-4.16,-7.31,0.84,0.079
Fe 1,4612.6397,2.8316,1.0,-3.78,7.92,-5.95,-7.693,1.69,0.113
Fe 1,4612.9332,4.4456,1.0,-2.306,8.16,-4.6,-7.32,0.61,0.091
Fe 1,4613.2024,3.2918,1.0,-1.67,7.89,-5.17,-7.158,0.01,0.692
Cr 1,4613.357,0.961,1.0,-1.537,7.25,-6.19,-7.755,2.51,0.766
La 2,4613.39,0.709,1.0,-0.75,0.0,0.0,0.0,1.0,0.089
Fe 1,4613.7051,4.6076,1.0,-2.417,8.33,-4.16,-7.31,1.21,0.051
Zr 2,4613.946,0.9718,1.0,-1.54,0.0,0.0,0.0,0.94,0.118
Ti 1,4614.1071,2.2312,1.0,-1.084,8.17,-5.73,-7.62,0.52,0.06
Fe 1,4614.2051,3.3009,1.0,-2.62,8.44,-5.75,-7.69,0.66,0.369
Cr 1,4614.511,3.8504,1.0,-0.79,7.01,-6.17,-7.717,0.4,0.082
Ni 1,4614.5857,3.5972,1.0,-2.017,8.01,-5.58,-7.51,1.18,0.127
Cr 1,4614.73,3.3694,1.0,-1.483,7.17,-5.77,-7.8,1.0,0.05
Sm 2,4615.44,0.5438,1.0,-0.69,0.0,0.0,0.0,1.39,0.052
Fe 1,4615.5647,4.58,1.0,-1.29,8.43,-4.59,-7.39,0.96,0.395
Sm 2,4615.68,0.1882,1.0,-0.84,0.0,0.0,0.0,1.02,0.082
Fe 1,4615.7299,4.5931,1.0,-2.038,7.37,-4.16,-7.33,1.21,0.116
Cr 1,4616.124,0.9829,1.0,-1.19,7.26,-6.19,-7.751,1.67,0.806
Ti 1,4616.2465,3.1081,1.0,0.117,7.95,-4.85,-7.51,1.08,0.122
Fe 1,4616.5993,4.5931,1.0,-1.751,7.37,-4.32,-7.33,0.98,0.197
Cr 2,4616.629,4.0722,1.0,-1.361,8.37,-6.57,-7.769,0.79,0.445
Ti 1,4617.2689,1.7489,1.0,0.44,8.08,-5.86,-7.626,1.16,0.711
Ni 1,4617.9599,3.7681,1.0,-2.102,7.94,-5.58,-7.56,1.0,0.078
Fe 1,4618.7572,2.9488,1.0,-2.407,7.31,-6.22,-7.687,1.49,0.609
Cr 2,4618.803,4.0735,1.0,-0.84,8.37,-6.57,-7.769,0.91,0.6
Fe 1,4619.288,3.6025,1.0,-1.12,8.24,-5.31,-7.26,1.7,0.722
Ti 1,4619.5204,2.3341,1.0,-0.919,7.83,-5.83,-7.69,1.48,0.069
Cr 1,4619.533,2.9872,1.0,-0.59,7.83,-6.0,-7.618,1.4,0.453
V 1,4619.7771,0.0401,1.0,-1.79,6.8,-6.15,-7.726,1.1,0.163
Fe 1,4620.1276,3.0713,1.0,-3.75,8.47,-6.08,-7.677,1.95,0.073
Fe 1,4620.3313,3.6864,1.0,-3.296,8.19,-5.0,-7.55,0.19,0.053
Ni 1,4620.3876,3.6785,1.0,-1.576,8.06,-5.41,-7.56,1.14,0.245
Fe 2,4620.5128,2.8281,1.0,-3.24,8.56,-6.53,-7.879,1.31,0.588
Cr 1,4621.0314,2.5441,1.0,-1.656,7.08,-6.16,-7.81,1.77,0.181
Mg 1,4621.301,2.7116,1.0,-5.0,0.0,0.0,0.0,99.0,0.112
Fe 1,4621.6092,3.9597,1.0,-2.846,8.0,-4.57,-7.51,1.85,0.079
Cr 1,4621.941,2.5446,1.0,-1.375,7.08,-6.16,-7.81,1.21,0.294
Cr 1,4621.9594,3.8495,1.0,-0.241,7.35,-6.16,-7.81,1.14,0.231
Cr 1,4621.9603,2.5446,1.0,-0.453,7.08,-6.16,-7.81,1.2,0.652
Cr 1,4622.449,3.5505,1.0,0.109,7.97,-5.04,-7.52,1.33,0.507
Fe 1,4622.5454,4.1544,1.0,-1.872,8.35,-4.96,-7.31,1.48,0.321
Cr 1,4622.747,2.9872,1.0,-0.893,7.8,-6.16,-7.618,1.5,0.312
Co 1,4623.0138,3.1913,1.0,-1.243,8.11,-5.41,-7.58,2.03,0.065
Fe 1,4623.0347,4.5844,1.0,-2.247,8.43,-4.59,-7.39,0.95,0.078
Ti 1,4623.0732,2.2393,1.0,-1.024,8.17,-5.79,-7.62,1.02,0.067
Ti 1,4623.0972,1.7393,1.0,0.16,8.07,-5.85,-7.627,1.1,0.66
Fe 1,4623.5774,4.4153,1.0,-1.961,8.12,-4.29,-7.33,1.33,0.184
Fe 1,4624.081,5.3204,1.0,-0.439,8.3,-4.0,-7.14,1.8,0.443
V 1,4624.4045,1.0509,1.0,-1.32,7.37,-6.1,-7.701,1.47,0.052
Ce 2,4624.8918,1.1225,1.0,-0.06,0.0,0.0,0.0,1.26,0.068
Fe 1,4625.0448,3.241,1.0,-1.34,7.89,-5.37,-7.184,1.37,0.746
Fe 1,4625.0974,3.3009,1.0,-3.514,8.07,-5.59,-7.77,1.22,0.076
Co 1,4625.7675,3.7132,1.0,-0.347,8.09,-4.86,-7.48,1.36,0.141
Cr 1,4625.922,3.8496,1.0,-0.31,7.37,-6.16,-7.81,1.03,0.204
Fe 1,4626.1513,3.6946,1.0,-3.28,7.17,-6.29,-7.8,0.97,0.054
Cr 1,4626.174,0.9684,1.0,-1.33,7.25,-6.19,-7.753,2.01,0.79
Mn 1,4626.5371,4.7125,1.0,0.21,7.86,-6.07,-7.664,1.01,0.223
Fe 1,4626.76,2.9904,1.0,-3.76,7.79,-6.07,-7.674,1.71,0.086
Cr 1,4626.787,2.9826,1.0,-1.554,8.11,-6.01,-7.76,1.06,0.097
Fe 1,4626.7906,4.4153,1.0,-2.356,8.16,-4.73,-7.32,1.04,0.087
Si 1,4627.383,5.0823,1.0,-1.64,8.61,-3.46,-6.96,1.09,0.439
Fe 1,4627.5469,3.3014,1.0,-3.059,7.05,-6.18,-7.82,2.19,0.182
Ce 2,4628.1609,0.5165,1.0,0.14,0.0,0.0,0.0,0.87,0.308
Cr 1,4628.461,3.1442,1.0,-1.4,8.06,-5.15,-7.242,1.81,0.096
Co 1,4628.9253,3.7745,1.0,-0.713,8.1,-4.58,-7.51,1.37,0.06
Ti 2,4629.29,1.1801,1.0,-2.24,0.0,0.0,0.0,99.0,0.65
Ti 2,4629.2924,1.1801,1.0,-3.544,8.38,-6.5,-7.84,0.78,0.133
Fe 2,4629.331,2.8067,1.0,-2.33,8.46,-6.53,-7.886,1.31,0.76
Ti 1,4629.3379,1.7335,1.0,-0.27,8.07,-5.84,-7.74,1.05,0.522
Co 1,4629.3617,3.0535,1.0,-0.138,8.1,-5.43,-7.58,1.51,0.501
Ni 1,4629.5382,3.4195,1.0,-2.23,8.02,-4.87,-7.51,1.73,0.118
Ni 1,4629.9656,4.0893,1.0,-1.91,8.34,-4.47,-7.27,1.39,0.06
Fe 1,4630.1196,2.2786,1.0,-2.587,8.65,-5.89,-7.517,1.5,0.724
Ni 1,4631.0187,4.1054,1.0,-1.703,8.2,-3.71,-7.27,1.24,0.089
Fe 1,4631.0389,4.1034,1.0,-2.859,8.38,-4.97,-7.42,1.32,0.056
Fe 1,4631.462,4.3714,1.0,-2.01,8.2,-4.38,-7.29,2.31,0.181
Fe 1,4631.4884,4.5485,1.0,-1.658,8.45,-5.37,-7.41,1.31,0.248
Cr 1,4632.139,3.5561,1.0,-0.496,7.97,-5.04,-7.7,1.45,0.242
Fe 1,4632.8197,3.6537,1.0,-1.561,8.33,-5.34,-7.55,1.85,0.632
Fe 1,4632.9112,1.6079,1.0,-2.913,8.16,-6.11,-7.667,0.83,0.787
Ni 1,4633.0332,3.4195,1.0,-2.56,8.0,-4.84,-7.214,1.24,0.059
Fe 1,4633.0475,1.0111,1.0,-5.516,7.36,-6.12,-7.78,1.24,0.135
Cr 1,4633.255,3.1251,1.0,-1.11,8.07,-5.22,-7.247,1.84,0.172
Fe 1,4633.7021,3.6946,1.0,-2.688,7.72,-6.15,-7.81,1.46,0.176
Fe 1,4633.7545,3.0176,1.0,-3.03,7.8,-6.09,-7.671,0.84,0.308
Fe 1,4633.8,4.1909,1.0,-2.628,8.37,-4.91,-7.42,1.51,0.078
Cr 2,4634.07,4.0722,1.0,-0.99,0.0,0.0,-7.769,0.51,0.561
Cr 1,4634.581,3.1128,1.0,-1.707,7.48,-6.18,-7.79,0.91,0.054
Fe 1,4634.713,4.6382,1.0,-1.201,8.52,-4.41,-7.45,1.22,0.406
V 1,4635.1738,0.0686,1.0,-1.92,6.81,-6.15,-7.722,1.25,0.12
Fe 2,4635.3169,5.9561,1.0,-1.65,8.65,-6.58,-7.785,1.04,0.119
Ti 1,4635.5452,2.3331,1.0,-0.932,8.05,-5.84,-7.68,1.74,0.067
Fe 1,4635.5497,3.6946,1.0,-3.073,7.71,-5.52,-7.66,0.8,0.084
Fe 1,4635.6159,2.8654,1.0,-3.59,7.98,-5.41,-7.228,1.49,0.151
Fe 1,4635.8461,2.845,1.0,-2.358,7.92,-5.95,-7.693,2.09,0.649
Ti 2,4636.32,1.1649,1.0,-3.23,8.38,-6.5,-7.84,0.5,0.244
Fe 1,4636.6698,3.0469,1.0,-3.77,6.76,-6.19,-7.756,0.5,0.075
Fe 1,4637.041,4.3125,1.0,-2.426,8.08,-4.13,-7.32,1.63,0.092
Cr 1,4637.173,2.5443,1.0,-1.281,6.98,-6.16,-7.81,0.98,0.335
Ti 1,4637.1968,2.3341,1.0,-0.856,8.05,-5.84,-7.68,1.64,0.079
Fe 1,4637.5029,3.283,1.0,-1.39,7.89,-5.31,-7.169,0.74,0.732
Cr 1,4637.76,2.5446,1.0,-0.701,6.98,-6.16,-7.81,1.04,0.585
Cr 1,4637.818,2.5446,1.0,-1.649,6.98,-6.16,-7.81,1.85,0.183
Ti 1,4637.868,2.3447,1.0,-0.337,7.83,-5.83,-7.69,1.52,0.21
Ni 1,4637.8789,4.1054,1.0,-1.613,8.2,-3.88,-7.27,0.79,0.106
Ni 1,4638.0033,4.1054,1.0,-1.922,8.2,-3.96,-7.27,1.02,0.056
Fe 1,4638.0095,3.6025,1.0,-1.119,8.24,-5.11,-7.266,1.67,0.72
Fe 1,4638.5381,4.607,1.0,-1.564,8.48,-3.81,-7.37,0.68,0.261
Ti 1,4639.3628,1.7393,1.0,-0.05,8.07,-5.84,-7.74,1.68,0.602
Cr 1,4639.507,3.1107,1.0,-0.91,8.08,-5.26,-7.252,2.04,0.251
Ti 1,4639.6608,1.7489,1.0,-0.14,8.07,-5.85,-7.74,1.56,0.567
Cr 1,4639.668,3.5505,1.0,-0.91,8.0,-4.84,-7.522,1.53,0.115
Ti 1,4639.9388,1.7335,1.0,-0.16,8.07,-5.84,-7.63,2.01,0.565
Ti 1,4640.4175,2.3341,1.0,-0.913,7.82,-5.84,-7.728,1.54,0.069
Fe 1,4641.208,5.3303,1.0,-0.216,8.19,-4.0,-7.14,1.35,0.518
Fe 1,4641.2881,3.3009,1.0,-3.013,8.37,-5.75,-7.7,1.46,0.197
Fe 1,4641.8284,4.7955,1.0,-1.824,8.42,-5.17,-7.31,0.91,0.119
Cr 1,4641.995,3.8504,1.0,-0.67,7.21,-6.17,-7.81,0.88,0.104
Sm 2,4642.228,0.3785,1.0,-0.46,0.0,0.0,0.0,1.47,0.121
Fe 1,4642.5844,3.3965,1.0,-3.393,7.86,-5.28,-7.54,1.84,0.08
Fe 1,4643.1909,1.4849,1.0,-5.06,8.3,-6.16,-7.79,0.9,0.128
Fe 1,4643.4633,3.6537,1.0,-1.147,8.35,-5.08,-7.245,1.84,0.707
Y 1,4643.6881,0.0,1.0,-0.262,7.55,-6.02,-7.72,0.9,0.149
Fe 1,4644.5128,4.607,1.0,-2.1,8.5,-4.38,-7.4,0.57,0.099
Ti 1,4645.1884,1.7335,1.0,-0.51,8.07,-5.84,-7.63,2.5,0.407
Nd 2,4645.76,0.5595,1.0,-0.76,0.0,0.0,0.0,1.26,0.064
Cr 1,4646.162,1.03,1.0,-0.74,7.29,-6.19,-7.747,1.25,0.843
Fe 1,4646.3688,5.3046,1.0,-1.3,8.33,-4.39,-7.39,1.28,0.126
V 1,4646.3937,1.0636,1.0,-1.01,7.37,-6.1,-7.701,1.06,0.099
Cr 1,4646.485,3.079,1.0,-1.03,7.3,-6.16,-7.736,0.37,0.216
Cr 1,4646.775,3.1009,1.0,-0.84,8.08,-5.27,-7.254,2.23,0.284
Fe 1,4647.1788,4.6382,1.0,-1.263,8.47,-4.86,-7.46,1.27,0.378
Ni 1,4647.2821,4.2661,1.0,-0.659,8.42,-4.36,-7.49,0.77,0.39
Ni 1,4647.4314,3.6353,1.0,-2.156,8.25,-4.58,-7.5,1.09,0.09
Fe 1,4647.4339,2.9488,1.0,-1.351,7.34,-6.23,-7.685,1.2,0.784
Fe 1,4647.9594,5.3342,1.0,-1.592,8.29,-4.0,-7.14,0.97,0.067
Cr 1,4648.116,2.5438,1.0,-1.39,6.89,-6.16,-7.782,0.71,0.286
Ni 1,4648.652,3.4195,1.0,-0.09,8.1,-5.46,-7.278,1.17,0.752
Cr 1,4648.8677,3.5558,1.0,-0.686,8.0,-4.84,-7.6,1.44,0.172
Cr 1,4648.868,2.5443,1.0,-1.033,6.89,-6.16,-7.81,0.73,0.453
Fe 2,4648.933,2.5827,1.0,-4.565,8.54,-6.54,-7.895,1.44,0.181
Fe 1,4648.984,4.1909,1.0,-1.97,8.35,-4.94,-7.31,1.49,0.262
Cr 1,4649.432,3.5561,1.0,-0.248,8.0,-4.84,-7.6,1.16,0.348
Cr 1,4649.4571,2.5446,1.0,-1.914,6.89,-6.16,-7.81,2.02,0.111
Fe 1,4649.8163,3.2367,1.0,-2.69,7.72,-6.21,-7.813,0.79,0.364
Ti 1,4650.0097,1.7393,1.0,-0.64,8.07,-5.84,-7.628,1.98,0.34
Fe 1,4650.3144,4.3201,1.0,-2.007,8.14,-4.13,-7.32,1.33,0.199
Fe 1,4651.0602,3.0176,1.0,-3.669,7.8,-6.08,-7.81,1.75,0.097
Cu 1,4651.1194,5.0721,1.0,0.171,8.13,-5.47,-7.59,1.18,0.094
Cr 1,4651.284,0.9829,1.0,-1.46,7.25,-6.19,-7.753,1.0,0.769
Cr 1,4652.157,1.0037,1.0,-0.913,7.26,-6.19,-7.751,1.17,0.829
Fe 1,4653.4299,3.2671,1.0,-3.307,7.36,-6.15,-7.81,1.12,0.121
Fe 1,4653.4886,0.9901,1.0,-4.943,7.35,-6.12,-7.79,1.42,0.376
Fe 1,4654.4976,1.5574,1.0,-2.783,8.16,-6.11,-7.676,1.73,0.808
Fe 1,4654.605,3.6025,1.0,-1.077,8.32,-5.78,-7.54,1.64,0.724
Fe 1,4654.6311,3.2112,1.0,-1.559,7.89,-5.27,-7.55,1.42,0.718
Cr 1,4654.724,3.096,1.0,-0.844,8.08,-5.28,-7.257,2.99,0.284
Ni 1,4655.6514,3.6988,1.0,-1.833,8.13,-5.41,-7.56,1.19,0.148
Ti 2,4655.7763,1.161,1.0,-3.289,8.38,-6.51,-7.84,-0.14,0.221
Ti 1,4656.0433,1.7489,1.0,-0.99,8.07,-5.84,-7.628,1.79,0.187
Fe 1,4656.1751,4.607,1.0,-2.192,8.47,-5.24,-7.33,1.84,0.082
Cr 1,4656.183,3.0869,1.0,-1.016,7.58,-6.16,-7.736,0.68,0.218
Fe 1,4656.4518,4.3714,1.0,-1.538,8.14,-4.18,-7.34,0.81,0.373
Ti 1,4656.468,0.0,1.0,-1.29,6.38,-6.11,-7.706,0.83,0.747
Fe 2,4656.9761,2.891,1.0,-3.61,8.56,-6.53,-7.871,1.67,0.437
Ti 2,4657.2006,1.2429,1.0,-2.29,8.16,-6.41,-7.85,0.59,0.612
Fe 1,4657.3185,2.4242,1.0,-4.388,8.78,-5.79,-7.67,0.75,0.072
Co 1,4657.3849,3.2314,1.0,-1.312,8.11,-5.41,-7.58,2.43,0.05
Fe 1,4657.5848,2.845,1.0,-2.9,7.66,-6.03,-7.798,1.4,0.452
Fe 1,4658.294,3.2671,1.0,-3.04,7.52,-6.08,-7.763,0.97,0.199
Si 1,4658.8501,5.0823,1.0,-2.339,8.6,-3.54,-7.0,1.15,0.167
Fe 1,4660.4254,4.4346,1.0,-1.459,8.1,-4.73,-7.32,0.96,0.381
Fe 1,4660.8867,4.4733,1.0,-1.769,8.08,-4.6,-7.32,0.7,0.232
Fe 1,4661.3197,2.8316,1.0,-4.07,7.65,-6.16,-7.776,1.31,0.062
Fe 1,4661.5344,4.5585,1.0,-1.27,8.47,-5.54,-7.3,1.97,0.409
Fe 1,4661.9702,2.9904,1.0,-2.502,7.3,-6.22,-7.682,1.47,0.558
La 2,4662.5,0.0,1.0,-1.24,0.0,0.0,0.0,0.81,0.136
Ti 2,4662.7384,1.1649,1.0,-3.591,8.38,-6.51,-7.84,1.08,0.125
Ti 2,4662.778,1.1801,1.0,-3.54,8.38,-6.5,-7.84,1.32,0.134
Fe 1,4663.1782,3.5465,1.0,-2.42,7.92,-6.08,-7.69,0.85,0.344
Cr 1,4663.312,3.1009,1.0,-0.56,8.08,-5.28,-7.257,2.26,0.41
Co 1,4663.4033,3.133,1.0,-0.197,8.11,-5.43,-7.58,1.47,0.434
Fe 2,4663.704,2.891,1.0,-3.889,8.47,-6.53,-7.878,0.41,0.323
Cr 1,4663.816,3.1107,1.0,-0.39,8.08,-5.27,-7.55,1.75,0.481
Fe 1,4664.7174,2.845,1.0,-3.43,7.77,-6.05,-7.81,0.89,0.21
Fe 1,4664.7679,4.4733,1.0,-1.939,8.08,-4.64,-7.32,0.99,0.171
Cr 1,4664.781,3.1251,1.0,-0.306,8.08,-5.26,-7.55,1.63,0.509
Na 1,4664.8107,2.1023,1.0,-1.565,0.0,0.0,0.0,99.0,0.33
Fe 1,4664.8432,4.5585,1.0,-1.574,8.36,-4.89,-7.18,1.43,0.275
Fe 1,4665.2544,4.3865,1.0,-1.348,8.1,-4.32,-7.33,1.31,0.449
Fe 2,4665.7981,2.7043,1.0,-5.003,8.49,-6.54,-7.892,1.98,0.061
Cr 1,4665.906,3.5558,1.0,-0.53,8.04,-5.75,-7.524,0.47,0.227
Fe 1,4666.1098,4.3125,1.0,-1.757,8.1,-4.35,-7.34,0.79,0.301
Cr 1,4666.198,2.9674,1.0,-0.88,7.91,-5.97,-7.607,0.81,0.324
Fe 1,4666.2062,3.274,1.0,-3.602,7.59,-6.03,-7.82,0.34,0.065
Cr 1,4666.478,3.1442,1.0,-0.34,8.07,-5.22,-7.55,1.57,0.488
Cr 1,4666.512,3.5561,1.0,-0.845,8.04,-5.75,-7.72,1.57,0.127
Fe 1,4666.6038,5.3448,1.0,-0.181,8.18,-4.0,-7.14,0.89,0.522
Fe 2,4666.7495,2.8281,1.0,-3.368,8.46,-6.53,-7.886,1.51,0.545
Ni 1,4666.9859,3.7963,1.0,-0.99,8.25,-5.58,-7.193,0.71,0.448
Cr 1,4667.164,2.9674,1.0,-1.25,7.9,-5.96,-7.76,1.52,0.175
Fe 1,4667.4531,3.6025,1.0,-0.751,8.27,-5.45,-7.55,1.48,0.763
Ti 1,4667.585,0.0211,1.0,-1.15,6.43,-6.11,-7.705,1.0,0.763
Ni 1,4667.759,3.7057,1.0,-0.854,8.18,-5.41,-7.56,1.12,0.538
Fe 1,4668.0613,3.6864,1.0,-1.406,8.2,-5.2,-7.54,1.68,0.655
Fe 1,4668.1339,3.2657,1.0,-1.204,7.89,-5.37,-7.55,0.97,0.755
Fe 1,4668.1383,4.3714,1.0,-2.563,8.14,-4.51,-7.32,1.18,0.061
Ti 1,4668.3469,1.0529,1.0,-2.15,8.22,-6.07,-7.7,1.5,0.076
Na 1,4668.5565,2.1044,1.0,-2.264,0.0,0.0,0.0,99.0,0.099
Na 1,4668.5595,2.1044,1.0,-1.312,0.0,0.0,0.0,99.0,0.438
Ni 1,4668.627,4.2357,1.0,-1.729,8.35,-4.99,-7.53,0.95,0.064
Fe 1,4669.1492,3.6864,1.0,-1.66,8.36,-5.29,-7.55,2.49,0.594
Fe 1,4669.1711,3.6537,1.0,-1.211,8.21,-5.17,-7.251,1.92,0.695
Cr 1,4669.317,3.1676,1.0,-0.47,8.06,-5.15,-7.242,1.56,0.421
Sm 2,4669.39,0.1039,1.0,-0.6,0.0,0.0,0.0,1.53,0.156
Fe 1,4669.5774,4.7955,1.0,-1.837,8.36,-3.79,-7.18,1.18,0.115
Sm 2,4669.64,0.2775,1.0,-0.53,0.0,0.0,0.0,1.47,0.127
Fe 2,4670.1698,2.5827,1.0,-4.06,8.54,-6.54,-7.896,1.17,0.377
Sc 2,4670.407,1.357,1.0,-0.576,8.35,-6.56,-7.81,1.0,0.643
V 1,4670.4817,1.0806,1.0,-0.83,7.32,-6.13,-7.7,1.04,0.135
Nd 2,4670.56,0.0636,1.0,-1.28,0.0,0.0,0.0,0.87,0.06
Mn 1,4671.67,2.8884,1.0,-1.675,7.78,-6.09,-7.64,1.92,0.184
Fe 1,4672.3211,5.3194,1.0,0.011,8.24,-4.39,-7.39,1.19,0.582
Fe 1,4672.83,1.6079,1.0,-4.24,6.74,-6.13,-7.643,0.26,0.411
Fe 1,4672.8356,5.3484,1.0,-0.721,8.3,-4.0,-7.14,0.91,0.309
Cr 1,4673.1279,4.1927,1.0,-0.394,8.0,-5.4,-7.5,1.5,0.093
Fe 1,4673.1635,3.6537,1.0,-0.931,8.3,-5.38,-7.54,1.82,0.733
Fe 1,4673.1636,3.6537,1.0,-1.059,0.0,0.0,-7.252,99.0,0.716
Fe 1,4673.27,3.6537,1.0,-1.25,0.0,0.0,-7.252,99.0,0.688
Fe 1,4673.2703,3.6537,1.0,-1.677,8.39,-5.28,-7.54,1.42,0.598
